지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
131,2018-01-01 13:00,2.3,,2.3,270,30,2.2,-13.5,1020.7,1027.9,1,1.48,,,5,0,Ci,,2000,,,0,,,,
131,2018-01-01 14:00,3.7,,2.1,290,29,2.3,-12.7,1020,1027.2,.9,1.31,,,4,3,ScAc,18,1927,,,0,,,,
131,2018-01-01 15:00,3.9,,1.9,320,31,2.5,-11.7,1019.8,1027,1,1.27,,,5,2,ScAc,16,1548,,,0,,,,
131,2018-01-01 16:00,3.6,,2.4,290,35,2.8,-10.4,1020.1,1027.3,1,.82,,,6,6,Sc,15,1493,,,-.1,,,,
131,2018-01-01 17:00,2.7,,2.1,320,39,2.9,-9.9,1020.3,1027.5,.8,.26,,,0,0,,,1457,,,-.1,,,,
131,2018-01-01 18:00,2.3,,1.7,320,42,3,-9.3,1020.7,1027.9,0,.02,,,0,0,,,1442,,,-.3,,,,
131,2018-01-01 19:00,1.9,,1.2,340,44,3.1,-9,1020.8,1028,,,,,,,,,1396,,,-.5,,,,
131,2018-01-01 20:00,.7,,.5,360,50,3.2,-8.5,1021.2,1028.5,,,,,,0,,,1245,,,-.7,,,,
131,2018-01-01 21:00,-.3,,.6,270,55,3.3,-8.2,1021.3,1028.6,,,,,0,0,,,1158,,,-.9,,,,
131,2018-01-01 22:00,-1,,.6,270,60,3.4,-7.7,1021.7,1029,,,,,,0,,,1045,,,-1,,,,
131,2018-01-01 23:00,-1.2,,1.1,160,62,3.5,-7.5,1021.6,1028.9,,,,,,0,,,1068,,,-1.1,,,,
131,2018-01-02 00:00,-1.7,,.4,0,66,3.6,-7.2,1021.9,1029.2,,,,,0,0,,,971,,40,-1.2,,,,
131,2018-01-02 01:00,-2.1,,1.4,160,66,3.5,-7.6,1021.7,1029.1,,,,,,0,,,950,,40,-1.3,,,,
131,2018-01-02 02:00,-3.1,,.8,340,75,3.6,-6.9,1021.9,1029.3,,,,,,0,,,750,,4019,-1.4,,,,
131,2018-01-02 03:00,-3.5,,.1,0,80,3.8,-6.4,1022.1,1029.5,,,,,0,0,,,669,,19,-1.5,,,,
131,2018-01-02 04:00,-3.3,,.6,180,74,3.6,-7.2,1021.5,1028.9,,,,,0,0,,,901,,19,-1.5,,,,
131,2018-01-02 05:00,-3.4,,.5,340,78,3.7,-6.6,1021.4,1028.8,,,,,7,7,Sc,9,741,,19,-1.2,,,,
131,2018-01-02 06:00,-3.9,,.8,340,83,3.8,-6.3,1021.6,1029,,,,,0,0,,,492,,19,-1.6,,,,
131,2018-01-02 07:00,-3.6,,.3,0,81,3.8,-6.3,1021.9,1029.3,,,,,0,0,,,651,,19,-1.8,,,,
131,2018-01-02 08:00,-3.8,,.1,0,81,3.8,-6.5,1022,1029.4,0,.01,,,1,1,Sc,12,664,,19,-1.7,,,,
131,2018-01-02 09:00,-2.4,,.9,270,76,3.9,-6,1022,1029.4,.3,.22,,,2,2,Sc,14,656,,19,-.9,,,,
131,2018-01-02 10:00,-1.6,,1,340,77,4.2,-5.1,1022.6,1029.9,.9,.55,,,5,5,Sc,18,410,,19,-.2,,,,
131,2018-01-02 11:00,0,,.8,290,69,4.2,-5,1022.9,1030.2,0,.63,,,9,9,Sc,11,677,,4019,.1,,,,
131,2018-01-02 12:00,1.9,,.9,250,65,4.6,-3.9,1022,1029.2,0,.94,,,9,9,Sc,5,626,,40,.3,,,,
131,2018-01-02 13:00,2.3,,1.2,320,69,5,-2.8,1021.2,1028.4,.7,1.12,,,9,9,Sc,8,840,,40,.3,,,,
131,2018-01-02 14:00,2.6,,1.3,270,69,5.1,-2.5,1020.5,1027.7,0,.54,,,9,9,Sc,9,767,,40,.3,,,,
131,2018-01-02 15:00,2.7,,1.5,290,57,4.2,-4.9,1020.4,1027.6,0,.22,,,9,9,Sc,10,901,,40,.3,,,,
131,2018-01-02 16:00,2.5,,2.4,270,39,2.9,-10,1020.7,1027.9,0,.5,,,8,8,Sc,9,991,,40,.1,,,,
131,2018-01-02 17:00,1.7,,2,270,36,2.5,-11.8,1021.2,1028.4,0,.15,,,4,4,Sc,19,1495,,40,-.1,,,,
131,2018-01-02 18:00,.9,,1.9,290,36,2.3,-12.5,1022.1,1029.4,0,.01,,,5,5,Sc,19,1975,,,-.1,,,,
131,2018-01-02 19:00,.2,,2.4,290,40,2.5,-11.8,1021.6,1028.9,,,,,,0,,,2000,,,-.2,,,,
131,2018-01-02 20:00,-.4,,1.4,270,43,2.6,-11.4,1021.2,1028.5,,,,,,3,,57,2000,,,-.3,,,,
131,2018-01-02 21:00,-.5,,1.3,250,46,2.7,-10.7,1020.8,1028.1,,,,,7,0,Ci,,2000,,,-.4,,,,
131,2018-01-02 22:00,-.7,,1.7,270,48,2.8,-10.3,1021,1028.3,,,,,,6,,54,2000,,,-.6,,,,
131,2018-01-02 23:00,-.8,,1.6,270,49,2.8,-10.2,1021.9,1029.2,,,,,,9,,46,2000,,,-.8,,,,
131,2018-01-03 00:00,-1.1,,2.7,270,52,2.9,-9.7,1022,1029.3,,,,,8,0,Cs,,2000,,,-1,,,,
131,2018-01-03 01:00,-1.7,,2.6,290,51,2.8,-10.5,1021.6,1028.9,,,,,,,,47,2000,,,-1.3,,,,
131,2018-01-03 02:00,-2.3,,1.1,250,42,2.2,-13.5,1022.8,1030.2,,,,,,,,47,2000,,,-1.5,,,,
131,2018-01-03 03:00,-3.1,,2.2,270,41,2,-14.5,1023.8,1031.2,,,,,7,0,Cs,,2000,,,-1.6,,,,
131,2018-01-03 04:00,-3.6,,1.5,270,44,2.1,-14.1,1023.5,1030.9,,,,,9,0,Cs,,2000,,,-1.7,,,,
131,2018-01-03 05:00,-4.2,,.7,270,45,2,-14.3,1023.2,1030.6,,,,,7,0,Ci,,2000,,,-1.9,,,,
131,2018-01-03 06:00,-4.5,,1.2,270,43,1.9,-15.2,1023.7,1031.1,,,,,0,0,,,2000,,,-2.3,,,,
131,2018-01-03 07:00,-4.9,,1.1,270,45,1.9,-15,1023.6,1031.1,,,,,0,0,,,2000,,,-2.6,,,,
131,2018-01-03 08:00,-4.7,,1.5,320,44,1.9,-15.1,1024,1031.5,0,0,,,2,0,Ci,,2000,,,-2.8,,,,
131,2018-01-03 09:00,-4.2,,1.8,290,44,2,-14.6,1024.5,1031.9,.9,.31,,,0,0,,,2000,,,-2.1,,,,
131,2018-01-03 10:00,-3.3,,1,290,39,1.9,-15.3,1025.2,1032.6,1,.85,,,0,0,,,2000,,,-1.4,,,,
131,2018-01-03 11:00,-2.3,,1.5,290,36,1.9,-15.3,1025,1032.4,1,1.34,,,2,0,Ci,,2000,,,-.9,,,,
131,2018-01-03 12:00,-1.1,,1.9,290,34,1.9,-15,1024.1,1031.4,1,1.62,,,2,0,Ci,,2000,,,-.7,,,,
131,2018-01-03 13:00,-.2,,2.2,290,38,2.3,-12.8,1023.1,1030.4,1,1.72,,,2,0,Ci,,2000,,,-.5,,,,
131,2018-01-03 14:00,-.1,,3.3,320,38,2.3,-12.7,1022.5,1029.8,1,1.61,,,0,0,,,2000,,,-.5,,,,
131,2018-01-03 15:00,.9,,2.4,270,32,2.1,-13.9,1022.2,1029.5,1,1.38,,,2,0,Ci,,2000,,,-.5,,,,
131,2018-01-03 16:00,.1,,2.4,290,39,2.4,-12.2,1022.1,1029.4,1,.88,,,2,0,Ci,,2000,,,-.9,,,,
131,2018-01-03 17:00,-1.2,,2.8,320,48,2.7,-10.8,1022.1,1029.4,.9,.31,,,2,0,Ci,,2000,,,-1.4,,,,
131,2018-01-03 18:00,-2.2,,3,320,53,2.8,-10.5,1022.5,1029.9,0,0,,,0,0,,,2000,,,-1.9,,,,
131,2018-01-03 19:00,-2.7,,1.8,270,59,3,-9.6,1023.1,1030.5,,,,,,,,,1784,,,-2,,,,
131,2018-01-03 20:00,-3,,1.7,290,60,3,-9.6,1023.2,1030.6,,,,,,0,,,2000,,,-2.2,,,,
131,2018-01-03 21:00,-3.2,,.9,290,61,3,-9.6,1022.7,1030.1,,,,,0,0,,,2000,,,-2.2,,,,
131,2018-01-03 22:00,-3.2,,1.7,270,61,3,-9.6,1023.2,1030.6,,,,,,0,,,2000,,,-2.2,,,,
131,2018-01-03 23:00,-3.1,,1.7,270,60,2.9,-9.7,1023.2,1030.6,,,,,,4,,71,2000,,,-2,,,,
131,2018-01-04 00:00,-3.2,,.8,250,62,3,-9.4,1023,1030.4,,,,,7,4,ScCi,8,2000,,,-1.7,,,,
131,2018-01-04 01:00,-3.2,,1.3,340,64,3.1,-9,1023.1,1030.5,,,,,,10,,7,2000,,,-1.4,,,,
131,2018-01-04 02:00,-3.8,,3.4,340,65,3,-9.4,1022.9,1030.3,,,,,,8,,,1730,,,-2.1,,,,
131,2018-01-04 03:00,-4.2,,.9,270,61,2.7,-10.6,1023.1,1030.5,,,,,8,0,Ci,,1663,,,-2.1,,,,
131,2018-01-04 04:00,-4.6,,1.3,290,60,2.6,-11.2,1023.3,1030.7,,,,,8,0,Ci,,2000,,,-2.3,,,,
131,2018-01-04 05:00,-5.1,,1.8,290,60,2.5,-11.6,1023,1030.5,,,,,9,0,Ci,,1987,,,-2.3,,,,
131,2018-01-04 06:00,-5.7,,.9,340,60,2.4,-12.2,1022.5,1030,,,,,9,0,Ci,,1951,,,-2.6,,,,
131,2018-01-04 07:00,-6,,.7,270,62,2.4,-12.1,1022.4,1029.9,,,,,7,0,Ci,,1866,,,-2.8,,,,
131,2018-01-04 08:00,-6,,1.2,270,61,2.4,-12.3,1022.6,1030.1,0,0,,,5,0,Ci,,1607,,,-2.9,,,,
131,2018-01-04 09:00,-5.5,,.8,320,52,2.1,-13.8,1022.6,1030.1,.7,.23,,,5,0,Ci,,1975,,,-2.4,,,,
131,2018-01-04 10:00,-4.2,,1.2,270,48,2.2,-13.5,1022.4,1029.8,1,.66,,,5,0,Ci,,2000,,,-1.2,,,,
131,2018-01-04 11:00,-3.7,,1,90,39,1.8,-15.6,1022,1029.4,1,.91,,,7,0,Cs,,2000,,,-.5,,,,
131,2018-01-04 12:00,-3.5,,1.7,360,41,1.9,-14.8,1020.7,1028.1,1,1.32,,,7,0,Cs,,1987,,,-.5,,,,
131,2018-01-04 13:00,-2.8,,1.8,20,42,2.1,-13.9,1019.6,1027,1,1.44,,,7,0,Cs,,1791,,,-.2,,,,
131,2018-01-04 14:00,-2,,2.2,20,40,2.1,-13.8,1018.3,1025.6,1,1.41,,,8,0,Cs,,1926,,,.2,,,,
131,2018-01-04 15:00,-1.3,,1.6,340,37,2.1,-14.1,1018.2,1025.5,.8,1.02,,,8,0,Cs,,1962,,,.2,,,,
131,2018-01-04 16:00,-1.2,,1.5,360,39,2.2,-13.4,1018.3,1025.6,0,.51,,,9,0,Ci,,1962,,,0,,,,
131,2018-01-04 17:00,-1.2,,1.2,50,41,2.3,-12.8,1018,1025.3,0,.17,,,10,10,As,30,1526,,,-.4,,,,
131,2018-01-04 18:00,-1.2,,1.3,50,42,2.3,-12.5,1018,1025.3,0,0,,,10,10,As,30,1561,,,-.8,,,,
131,2018-01-04 19:00,-1.5,,1.1,20,39,2.1,-13.6,1017.4,1024.7,,,,,,10,,46,1657,,,-1,,,,
131,2018-01-04 20:00,-1.7,,1.8,20,39,2.1,-13.8,1017.5,1024.8,,,,,,10,,44,1962,,,-1.1,,,,
131,2018-01-04 21:00,-2,,1.6,20,41,2.2,-13.5,1017.2,1024.5,,,,,10,10,As,40,1819,,,-1.4,,,,
131,2018-01-04 22:00,-2.1,,1.7,20,42,2.2,-13.3,1017.2,1024.5,,,,,,9,,61,1736,,,-1.5,,,,
131,2018-01-04 23:00,-2.2,,1.7,20,40,2.1,-14,1016.2,1023.5,,,,,,5,,,2000,,,-1.6,,,,
131,2018-01-05 00:00,-2.6,,1.6,340,44,2.2,-13.2,1016.1,1023.4,,,,,8,8,Ac,35,1808,,,-1.6,,,,
131,2018-01-05 01:00,-2.8,,1.7,340,48,2.4,-12.3,1015.5,1022.8,,,,,,10,,53,1596,,,-1.6,,,,
131,2018-01-05 02:00,-2.9,,.7,340,46,2.3,-12.9,1015.4,1022.7,,,,,,5,,41,1622,,,-1.8,,,,
131,2018-01-05 03:00,-3.2,,1,360,52,2.5,-11.6,1015,1022.3,,,,,7,5,AcCi,35,1449,,,-1.9,,,,
131,2018-01-05 04:00,-3.1,,.6,320,53,2.6,-11.3,1014.8,1022.1,,,,,10,10,As,38,1471,,,-1.7,,,,
131,2018-01-05 05:00,-3.5,,.6,320,59,2.8,-10.3,1014.5,1021.8,,,,,6,6,Ac,36,1371,,,-1.7,,,,
131,2018-01-05 06:00,-3.6,,.9,250,59,2.8,-10.4,1014.7,1022.1,,,,,6,6,Ac,35,1464,,,-1.7,,,,
131,2018-01-05 07:00,-3.5,,.5,200,61,2.9,-9.9,1014.5,1021.8,,,,,9,9,Ac,40,1310,,,-1.9,,,,
131,2018-01-05 08:00,-3.6,,.9,270,61,2.9,-10,1014.4,1021.8,0,0,,,2,1,AcCi,35,1240,,,-2.3,,,,
131,2018-01-05 09:00,-2.8,,.8,250,57,2.8,-10.1,1014.9,1022.2,.5,.29,,,5,3,AcCi,35,1158,,,-1.1,,,,
131,2018-01-05 10:00,-1.7,,.7,290,51,2.8,-10.5,1015.2,1022.5,.6,.62,,,1,0,Ci,,1236,,,-.9,,,,
131,2018-01-05 11:00,-1,,1.3,270,48,2.7,-10.6,1014.8,1022.1,1,1.23,,,3,0,Ci,,1316,,,-.4,,,,
131,2018-01-05 12:00,.1,,1.9,250,47,2.9,-9.9,1014.3,1021.6,1,1.44,,,6,0,Ci,,1255,,,.1,,,,
131,2018-01-05 13:00,1.3,,1.9,290,44,3,-9.6,1012.8,1020,1,1.62,,,4,0,Ci,,1235,,,.4,,,,
131,2018-01-05 14:00,2.5,,1.6,250,41,3,-9.4,1012.2,1019.4,1,1.56,,,0,0,,,1304,,,.3,,,,
131,2018-01-05 15:00,2.2,,2.2,320,44,3.1,-8.8,1012,1019.2,1,1.23,,,1,1,Ac,35,1549,,,.2,,,,
131,2018-01-05 16:00,2.4,,2.5,320,46,3.3,-8,1012.4,1019.6,1,.78,,,1,1,Sc,15,1901,,,-.1,,,,
131,2018-01-05 17:00,1.1,,2.7,320,55,3.6,-6.9,1012.6,1019.8,.8,.31,,,0,0,,,1597,,,-.5,,,,
131,2018-01-05 18:00,-.2,,2.8,340,63,3.8,-6.4,1013.2,1020.4,0,.01,,,1,0,Ci,,1241,,,-.9,,,,
131,2018-01-05 19:00,-.4,,1.1,270,63,3.8,-6.5,1013.3,1020.5,,,,,,8,,10,1310,,,-.9,,,,
131,2018-01-05 20:00,-.5,,1.2,270,67,4,-5.8,1013.2,1020.4,,,,,,9,,9,1240,,,-1.1,,,,
131,2018-01-05 21:00,-.8,,1,250,68,3.9,-5.9,1013.1,1020.4,,,,,7,7,Sc,9,1288,,,-1.3,,,,
131,2018-01-05 22:00,-.7,,1.2,250,69,4,-5.6,1013.5,1020.8,,,,,,9,,8,1181,,,-1,,,,
131,2018-01-05 23:00,-1.1,,.9,230,70,4,-5.8,1013.7,1021,,,,,,8,,8,1149,,,-1.3,,,,
131,2018-01-06 00:00,-1.2,,1.1,270,69,3.9,-6.1,1014,1021.3,,,,,7,7,Sc,8,1271,,,-1.3,,,,
131,2018-01-06 01:00,-1.1,,.6,270,70,4,-5.8,1014.2,1021.5,,,,,,,,8,1283,,,-1,,,,
131,2018-01-06 02:00,-1.7,,1.4,270,73,3.9,-5.9,1014.5,1021.8,,,,,,,,7,1103,,,-1.7,,,,
131,2018-01-06 03:00,-2.1,,1.6,270,72,3.8,-6.4,1015.2,1022.5,,,,,1,1,Sc,10,1167,,,-2.1,,,,
131,2018-01-06 04:00,-2.6,,1.7,270,74,3.7,-6.6,1015.6,1022.9,,,,,0,0,,,1111,,,-2.4,,,,
131,2018-01-06 05:00,-3.2,,1.1,250,76,3.7,-6.8,1015.6,1022.9,,,,,0,0,,,1034,,,-2.6,,,,
131,2018-01-06 06:00,-3.3,,1,270,74,3.6,-7.2,1016,1023.4,,,,,0,0,,,1111,,,-2.9,,,,
131,2018-01-06 07:00,-3.5,,.4,0,66,3.1,-8.9,1016.3,1023.7,,,,,0,0,,,1391,,,-3.1,,,,
131,2018-01-06 08:00,-4.2,,.7,230,81,3.6,-6.9,1016.4,1023.8,0,0,,,0,0,,,923,,19,-3,,,,
131,2018-01-06 09:00,-2.6,,.6,180,70,3.5,-7.3,1016.9,1024.2,.8,.34,,,0,0,,,972,,19,-1.9,,,,
131,2018-01-06 10:00,-.7,,.7,250,56,3.2,-8.4,1017.7,1025,1,.87,,,0,0,,,1216,,4019,-1,,,,
131,2018-01-06 11:00,-.4,,1.1,320,42,2.5,-11.7,1017.7,1025,1,1.29,,,0,0,,,1890,,,-.6,,,,
131,2018-01-06 12:00,1,,1.7,250,45,3,-9.6,1017.1,1024.3,1,1.61,,,0,0,,,1579,,,-.3,,,,
131,2018-01-06 13:00,1.6,,1.7,340,45,3.1,-9,1016.1,1023.3,1,1.74,,,0,0,,,1708,,,0,,,,
131,2018-01-06 14:00,3.1,,2.2,290,38,2.9,-9.8,1015.5,1022.7,1,1.64,,,0,0,,,1855,,,.2,,,,
131,2018-01-06 15:00,3.3,,2.1,320,39,3,-9.3,1015.3,1022.5,1,1.34,,,0,0,,,1572,,,.1,,,,
131,2018-01-06 16:00,3.2,,2.4,290,36,2.8,-10.4,1015.4,1022.6,1,.87,,,0,0,,,2000,,,-.2,,,,
131,2018-01-06 17:00,2.4,,2.5,320,35,2.5,-11.5,1015,1022.2,.9,.36,,,0,0,,,2000,,,-.7,,,,
131,2018-01-06 18:00,1.4,,1.2,340,43,2.9,-9.8,1015.1,1022.3,0,.01,,,0,0,,,2000,,,-1.2,,,,
131,2018-01-06 19:00,.4,,1.3,320,41,2.6,-11.3,1016.5,1023.8,,,,,,0,,,2000,,,-1.5,,,,
131,2018-01-06 20:00,-.2,,2.4,320,49,3,-9.6,1017.1,1024.4,,,,,,0,,,1950,,,-1.6,,,,
131,2018-01-06 21:00,-.9,,2.1,340,55,3.1,-8.8,1017.8,1025.1,,,,,0,0,,,1925,,,-1.9,,,,
131,2018-01-06 22:00,-1.6,,1.3,360,59,3.2,-8.5,1017.8,1025.1,,,,,,0,,,1786,,,-2.1,,,,
131,2018-01-06 23:00,-2,,.8,20,62,3.3,-8.3,1017.7,1025,,,,,,0,,,1754,,,-2.3,,,,
131,2018-01-07 00:00,-3.2,,.3,0,67,3.2,-8.4,1018.3,1025.7,,,,,0,0,,,1449,,,-2.6,,,,
131,2018-01-07 01:00,-3.4,,.4,0,68,3.2,-8.4,1017.7,1025.1,,,,,,0,,,1471,,,-2.9,,,,
131,2018-01-07 02:00,-4.4,,.8,320,72,3.2,-8.6,1017.7,1025.1,,,,,,0,,,1061,,,-3,,,,
131,2018-01-07 03:00,-4.7,,.2,0,74,3.2,-8.6,1017.7,1025.1,,,,,0,0,,,974,,40,-3.1,,,,
131,2018-01-07 04:00,-5.7,,.7,20,77,3.1,-9,1016.7,1024.1,,,,,0,0,,,789,,40,-3.3,,,,
131,2018-01-07 05:00,-6,,.6,360,79,3.1,-9,1016.5,1023.9,,,,,0,0,,,824,,40,-3.4,,,,
131,2018-01-07 06:00,-6.3,,.8,340,80,3.1,-9.1,1016.6,1024,,,,,0,0,,,714,,4019,-3.6,,,,
131,2018-01-07 07:00,-6.4,,.7,360,79,3,-9.4,1017,1024.4,,,,,3,3,Ac,50,696,,19,-3.5,,,,
131,2018-01-07 08:00,-6.6,,1.6,50,78,2.9,-9.8,1016,1023.4,0,0,,,5,2,AcCi,30,630,,19,-3.6,,,,
131,2018-01-07 09:00,-5.4,,1.2,360,73,3,-9.4,1016.1,1023.5,.8,.38,,,7,6,AcCi,47,721,,19,-2.2,,,,
131,2018-01-07 10:00,-3.8,,.5,290,70,3.2,-8.4,1017.6,1025,.2,.44,,,9,7,AcCi,44,758,,19,-.6,,,,
131,2018-01-07 11:00,-2.7,,.9,140,66,3.3,-8.1,1017.5,1024.8,0,.57,,,9,3,AcCi,46,848,,4019,.1,,,,
131,2018-01-07 12:00,-1.8,,1.7,340,64,3.4,-7.7,1015.5,1022.8,0,.66,,,9,3,AcCi,37,709,,40,.7,,,,
131,2018-01-07 13:00,-1.2,,1.1,20,60,3.4,-7.9,1014.7,1022,0,.5,,,10,10,As,28,737,,40,.7,,,,
131,2018-01-07 14:00,-.1,,1.1,50,56,3.4,-7.8,1013.7,1021,.3,.66,,,9,9,Ac,32,742,,40,1,,,,
131,2018-01-07 15:00,1.2,,.7,50,46,3.1,-9.1,1012.9,1020.1,.5,.8,,,9,9,Ac,32,950,,40,.6,,,,
131,2018-01-07 16:00,1.4,,.6,50,46,3.1,-8.9,1012.9,1020.1,0,.3,,,10,10,As,26,1071,,40,0,,,,
131,2018-01-07 17:00,1.7,,1,70,46,3.2,-8.7,1012.7,1019.9,0,.09,,,10,10,As,25,1087,,,-.1,,,,
131,2018-01-07 18:00,1.8,,.4,0,47,3.3,-8.3,1012.7,1019.9,0,.01,,,10,10,As,24,1068,,,-.1,,,,
131,2018-01-07 19:00,2,,.1,0,48,3.4,-7.8,1012.8,1020,,,,,,10,,21,1028,,,-.1,,,,
131,2018-01-07 20:00,1.4,,.9,340,51,3.5,-7.6,1012.1,1019.3,,,,,,7,,26,845,,40,-.1,,,,
131,2018-01-07 21:00,1.4,,.5,20,49,3.3,-8.1,1012,1019.2,,,,,10,10,As,24,959,,40,-.1,,,,
131,2018-01-07 22:00,1.6,,1.4,360,53,3.6,-6.9,1011.8,1019,,,,,10,10,As,22,818,,4001,-.1,,,,
131,2018-01-07 23:00,1.5,,.8,340,50,3.4,-7.8,1011.4,1018.6,,,,,,10,,12,1004,,40,-.1,,,,
131,2018-01-08 00:00,1.3,0,.4,0,51,3.4,-7.7,1010.8,1018,,,,,10,2,ScAs,10,902,,40,-.2,,,,
131,2018-01-08 01:00,1.1,,.8,50,53,3.5,-7.4,1010.1,1017.3,,,,,,2,,9,791,,40,-.2,,,,
131,2018-01-08 02:00,1.1,,.9,20,54,3.6,-7.1,1008.9,1016.1,,,,,,1,,10,743,,40,-.2,,,,
131,2018-01-08 03:00,1.1,,1,360,53,3.5,-7.4,1008.2,1015.4,,,,,9,9,Sc,9,752,,40,-.2,,,,
131,2018-01-08 04:00,1,,1,50,55,3.6,-7,1007.4,1014.6,,,,,9,9,Sc,9,701,,40,-.2,,,,
131,2018-01-08 05:00,.9,,1.2,340,56,3.6,-6.9,1006.8,1014,,,,,10,9,ScAs,9,867,,4005,-.2,,,,
131,2018-01-08 06:00,1.1,0,1.3,20,55,3.6,-6.9,1006.2,1013.4,,,,,10,9,ScAs,8,930,,4005,-.2,,,,
131,2018-01-08 07:00,1,,2,360,59,3.9,-6.1,1006.2,1013.4,,,,,10,9,ScAs,8,908,,4005,-.2,,,,
131,2018-01-08 08:00,.6,,1.3,20,66,4.2,-5,1006.6,1013.8,0,0,,,10,9,ScAs,10,773,,4005,-.2,,,,
131,2018-01-08 09:00,-.4,.6,.3,0,91,5.4,-1.6,1006.7,1013.9,0,.04,1.8,1.8,10,5,ScAs,10,257,,401905,-.2,,,,
131,2018-01-08 10:00,0,,.3,0,93,5.7,-1,1006.8,1014,0,.11,2.7,,10,6,StNs,2,156,,1905,-.1,,,,
131,2018-01-08 11:00,.3,,.8,270,93,5.8,-.7,1006,1013.2,.1,.15,2.8,,10,9,StNs,8,182,,1905,-.1,,,,
131,2018-01-08 12:00,.9,.7,1,180,90,5.9,-.5,1004.5,1011.7,0,.22,2.5,1,10,8,StNs,2,192,,1905,-.1,,,,
131,2018-01-08 13:00,1.2,,1,270,92,6.1,0,1003.6,1010.7,0,.37,1,,10,7,StNs,2,197,,1905,-.1,,,,
131,2018-01-08 14:00,1.6,,1,200,88,6.1,-.1,1002.8,1009.9,0,.54,.5,,10,3,ScAs,2,231,,1905,0,,,,
131,2018-01-08 15:00,2,0,1.2,230,87,6.1,0,1002.4,1009.5,0,.35,,0,10,1,ScAs,3,257,,19,0,,,,
131,2018-01-08 16:00,2.1,,1.1,230,83,5.9,-.4,1001.8,1008.9,0,.3,,,10,3,ScAs,10,337,,19,0,,,,
131,2018-01-08 17:00,2.1,,1.9,200,82,5.8,-.6,1001.5,1008.6,0,.14,,,10,6,ScAs,15,501,,19,0,,,,
131,2018-01-08 18:00,2.1,,1.7,250,79,5.6,-1.1,1001.9,1009,0,0,,,10,9,ScAs,9,677,,19,0,,,,
131,2018-01-08 19:00,1.8,,1.5,250,82,5.7,-.9,1001.7,1008.8,,,,,10,9,ScAs,4,508,,1905,0,,,,
131,2018-01-08 20:00,1,,2.7,250,91,6,-.3,1002.6,1009.7,,,,,10,9,ScAs,4,265,,1905,0,,,,
131,2018-01-08 21:00,1.1,.3,2.3,270,93,6.1,0,1002.6,1009.7,,,,,10,9,ScAs,6,287,,1905,0,,,,
131,2018-01-08 22:00,1.2,,1.9,270,84,5.6,-1.2,1002.8,1009.9,,,,,10,5,ScAs,9,519,,1905,-.1,,,,
