일시,temperature,percipitation,wind_degree,wind_speed,air_pressure,sea_level_pressure,humidity,solar_radiation,solar_intensity
2020-04-01 00:00:00,10.940000000000005,NaN,271.1283333333334,1.07,1008.0866666666658,1014.9866666666666,31.636666666666674,NaN,NaN
2020-04-01 01:00:00,10.546666666666672,0.0,244.9916666666667,0.5316666666666665,1007.7349999999994,1014.635,32.90666666666667,0.0,0.0
2020-04-01 02:00:00,10.208333333333346,0.0,287.90999999999997,0.7016666666666665,1007.4400000000012,1014.3399999999999,37.77,0.0,0.0
2020-04-01 03:00:00,9.955000000000004,0.0,269.255,0.8816666666666664,1007.2349999999988,1014.1350000000001,43.633333333333326,0.0,0.0
2020-04-01 04:00:00,9.808333333333334,0.0,252.3433333333334,0.7716666666666668,1006.8633333333344,1013.7633333333334,42.38000000000001,0.0,0.0
2020-04-01 05:00:00,9.683333333333342,0.0,269.0899999999999,0.7533333333333334,1006.7750000000001,1013.674999999999,46.14000000000001,0.0,0.0
2020-04-01 06:00:00,9.590000000000009,0.0,270.32666666666665,1.0433333333333334,1006.8050000000009,1013.7050000000002,51.89666666666667,0.001,0.0
2020-04-01 07:00:00,9.785000000000002,0.0,253.41,0.8866666666666664,1007.2700000000009,1014.1700000000008,51.29166666666664,0.07950000000000002,0.0
2020-04-01 08:00:00,10.43833333333333,0.0,247.48833333333334,0.8250000000000001,1007.5099999999996,1014.4099999999999,50.764999999999986,0.31166666666666665,0.0
2020-04-01 09:00:00,11.59833333333333,0.0,280.08333333333326,1.3533333333333337,1007.9233333333337,1014.823333333334,44.16166666666665,0.7404999999999998,0.0
2020-04-01 10:00:00,12.669999999999995,0.0,280.91666666666663,1.978333333333334,1007.9050000000012,1014.7499999999993,38.41333333333333,1.1423333333333334,130.2
2020-04-01 11:00:00,14.17666666666666,0.0,287.1533333333333,2.046666666666667,1007.4533333333329,1014.2533333333338,35.29166666666666,1.7561666666666667,1342.75
2020-04-01 12:00:00,15.915000000000003,0.0,281.84666666666664,1.9999999999999996,1006.2816666666673,1013.043333333333,31.41999999999999,2.6976666666666658,3551.666666666667
2020-04-01 13:00:00,17.384999999999994,0.0,282.41666666666663,2.348333333333334,1005.5966666666668,1012.2966666666658,28.916666666666668,2.9408333333333356,3599.9833333333336
2020-04-01 14:00:00,17.981666666666676,0.0,283.4183333333333,3.441666666666666,1005.5449999999997,1012.2449999999994,29.26166666666667,2.7579999999999956,3600.033333333333
2020-04-01 15:00:00,17.163333333333338,0.0,293.7916666666667,3.9299999999999997,1005.321666666666,1012.0216666666671,31.908333333333317,2.3078333333333365,3599.916666666666
