일시,지점,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
2020-06-01 00:00:00,131.0,20.64666666666666,0.0,294.06666666666666,0.9133333333333334,1003.9599999999999,1010.5600000000002,66.19333333333334,0.0,0.0
2020-06-01 00:15:00,131.0,20.253333333333334,0.0,272.4533333333333,1.4466666666666668,1004.066666666667,1010.6733333333335,68.06,0.0,0.0
2020-06-01 00:30:00,131.0,19.000000000000004,0.0,279.2200000000001,1.2666666666666666,1004.0600000000001,1010.6600000000001,78.05333333333334,0.0,0.0
2020-06-01 00:45:00,131.0,18.24,0.0,261.43333333333334,1.1133333333333333,1004.0,1010.6800000000003,84.46666666666667,0.0,0.0
2020-06-01 01:00:00,131.0,17.906666666666673,0.04666666666666666,258.5,1.1066666666666665,1004.0,1010.7000000000003,87.70666666666666,0.0,0.0
2020-06-01 01:15:00,131.0,17.733333333333334,0.10000000000000002,259.9666666666667,0.8333333333333335,1003.9399999999998,1010.6400000000001,89.42,0.0,0.0
2020-06-01 01:30:00,131.0,17.76666666666667,0.10000000000000002,263.0066666666667,0.5399999999999999,1003.8999999999997,1010.6000000000003,89.98666666666668,0.0,0.0
2020-06-01 01:45:00,131.0,17.993333333333332,0.10000000000000002,260.71333333333337,0.8333333333333335,1004.0,1010.7000000000003,90.46000000000001,0.0,0.0
2020-06-01 02:00:00,131.0,18.05333333333333,0.10000000000000002,263.9533333333333,1.2333333333333334,1004.0,1010.7000000000003,90.54666666666668,0.0,0.0
2020-06-01 02:15:00,131.0,18.11333333333333,0.10000000000000002,256.1333333333334,1.3466666666666667,1003.9866666666666,1010.6866666666668,90.75333333333333,0.0,0.0
2020-06-01 02:30:00,131.0,18.066666666666666,0.26,266.75333333333333,1.0799999999999996,1003.853333333333,1010.5533333333333,91.26666666666665,0.0,0.0
2020-06-01 02:45:00,131.0,18.046666666666663,0.5866666666666664,250.32000000000002,1.1066666666666667,1003.6933333333335,1010.3933333333331,91.63333333333334,0.0,0.0
2020-06-01 03:00:00,131.0,18.066666666666663,0.5999999999999999,257.84,1.206666666666667,1003.6333333333337,1010.3333333333333,91.84666666666664,0.0,0.0
2020-06-01 03:15:00,131.0,18.106666666666666,0.5999999999999999,248.2133333333333,1.0266666666666664,1003.6466666666669,1010.3466666666664,91.65333333333335,0.0,0.0
2020-06-01 03:30:00,131.0,18.193333333333328,0.5999999999999999,239.3066666666667,0.7133333333333333,1003.5266666666668,1010.2266666666666,91.24666666666667,0.0,0.0
2020-06-01 03:45:00,131.0,18.166666666666664,0.5999999999999999,241.76000000000002,0.9666666666666666,1003.566666666667,1010.2666666666665,90.66666666666667,0.0,0.0
2020-06-01 04:00:00,131.0,18.199999999999996,0.5999999999999999,259.9866666666666,1.3400000000000003,1003.5533333333335,1010.253333333333,90.27333333333333,0.0,0.0
2020-06-01 04:15:00,131.0,18.199999999999996,0.5999999999999999,256.38,1.1933333333333331,1003.6000000000003,1010.2999999999997,90.05333333333333,0.0,0.0
2020-06-01 04:30:00,131.0,18.206666666666663,0.5999999999999999,248.4133333333333,0.8600000000000001,1003.4466666666665,1010.1400000000001,89.84000000000002,0.008666666666666665,0.0
