일시,temperature,percipitation,wind_degree,wind_speed,air_pressure,sea_level_pressure,humidity,solar_radiation,solar_intensity
2019-12-01 00:00:00,6.736666666666671,NaN,0.0,0.0,1019.5766666666672,1026.676666666666,54.28166666666668,NaN,NaN
2019-12-01 01:00:00,6.696666666666673,0.0,13.998333333333333,0.0,1019.3499999999997,1026.4500000000012,53.89666666666668,0.0,0.0
2019-12-01 02:00:00,6.658333333333338,0.0,39.55833333333333,0.105,1019.1449999999983,1026.2450000000006,54.41166666666666,0.0,0.0
2019-12-01 03:00:00,6.413333333333332,0.0,102.95166666666668,0.16666666666666666,1018.8500000000003,1025.950000000001,55.51166666666666,0.0,0.0
2019-12-01 04:00:00,6.091666666666665,0.0,82.34999999999997,0.25666666666666665,1018.53,1025.6299999999997,56.85666666666667,0.0,0.0
2019-12-01 05:00:00,5.998333333333332,0.0,159.10333333333332,0.4383333333333333,1018.3483333333342,1025.4483333333342,59.334999999999994,0.0,0.0
2019-12-01 06:00:00,5.885000000000005,0.0,103.265,0.4450000000000001,1018.1249999999994,1025.2249999999997,61.598333333333336,0.0,0.0
2019-12-01 07:00:00,5.538333333333332,0.0,97.84833333333331,0.3883333333333335,1017.9450000000003,1025.0449999999994,60.97166666666669,0.0,0.0
2019-12-01 08:00:00,5.891666666666668,0.0,0.0,0.0,1017.8933333333348,1024.9933333333338,60.49833333333334,0.1031666666666667,20.666666666666668
2019-12-01 09:00:00,7.071666666666664,0.0,30.09333333333333,0.065,1017.6683333333328,1024.7683333333323,58.39666666666666,0.4928333333333332,895.1500000000002
2019-12-01 10:00:00,7.451666666666669,0.0,133.30833333333334,0.215,1017.2383333333337,1024.3283333333334,61.790000000000006,0.5185000000000002,62.18333333333328
2019-12-01 11:00:00,7.746666666666673,0.0,0.0,0.0,1016.0683333333337,1023.071666666667,63.13666666666667,0.41233333333333344,0.0
2019-12-01 12:00:00,7.5366666666666635,0.07499999999999997,0.0,0.0,1014.6933333333333,1021.6933333333333,70.06999999999998,0.33833333333333315,0.0
2019-12-01 13:00:00,6.916666666666669,0.8733333333333332,0.0,0.0,1013.9399999999994,1021.0200000000007,79.83833333333334,0.19366666666666527,0.0
2019-12-01 14:00:00,6.6633333333333375,1.325000000000001,0.0,0.0,1013.4650000000007,1020.5633333333336,83.32166666666666,0.13816666666666766,0.0
2019-12-01 15:00:00,6.4583333333333295,1.19,0.0,0.0,1013.2833333333348,1020.3833333333334,87.16499999999998,0.07550000000000212,0.0
2019-12-01 16:00:00,6.246666666666675,1.631666666666669,13.441666666666665,0.3333333333333333,1012.9749999999997,1020.075,88.62500000000004,0.017500000000000068,0.0
2019-12-01 17:00:00,6.221666666666674,0.7399999999999931,46.92333333333331,1.1266666666666665,1012.6916666666657,1019.7916666666667,89.53666666666662,0.0,0.0
2019-12-01 18:00:00,6.280000000000006,0.2583333333333355,25.07833333333333,0.3949999999999999,1012.6616666666664,1019.7616666666668,90.43666666666668,0.0,0.0
2019-12-01 19:00:00,6.0299999999999985,0.3550000000000049,55.04166666666664,1.096666666666667,1012.4166666666664,1019.5166666666664,90.815,0.0,0.0
2019-12-01 20:00:00,6.030000000000005,0.3133333333333246,24.1,0.16833333333333333,1012.4316666666673,1019.5316666666664,89.55666666666666,0.0,0.0
2019-12-01 21:00:00,6.040000000000004,0.37666666666666426,0.0,0.0,1012.138333333333,1019.2383333333328,89.97166666666662,0.0,0.0
2019-12-01 22:00:00,5.938333333333332,0.1366666666666827,31.594999999999995,0.03333333333333333,1011.866666666667,1018.9666666666667,90.82333333333334,0.0,0.0
2019-12-01 23:00:00,5.908333333333338,0.024999999999999467,256.8983333333333,1.2300000000000004,1011.9300000000007,1019.03,90.3,0.0,0.0
2019-12-02 00:00:00,5.129999999999998,-7.178333333333341,292.23,2.5966666666666667,1012.0633333333324,1019.1633333333324,90.0533333333333,-2.251833333333335,-961.7
2019-12-02 01:00:00,4.331666666666668,-0.12166666666666665,282.5150000000002,1.5016666666666667,1012.1483333333324,1019.2483333333344,75.93333333333334,-0.03816666666666667,-16.3
2019-12-02 02:00:00,3.823333333333332,0.0,286.43833333333333,1.6016666666666666,1012.465,1019.5649999999989,67.28666666666668,0.0,0.0
2019-12-02 03:00:00,3.5016949152542387,0.0,282.9203389830508,1.2,1012.6593220338973,1019.7593220338997,67.11694915254238,0.0,0.0
2019-12-02 04:00:00,3.205,0.0,266.6633333333333,1.1999999999999995,1012.8916666666673,1019.9916666666664,67.87999999999998,0.0,0.0
2019-12-02 05:00:00,3.0383333333333336,0.0,276.5416666666668,1.1283333333333332,1013.0566666666659,1020.2000000000003,65.01833333333332,0.0,0.0
2019-12-02 06:00:00,2.9400000000000026,0.0,253.5483333333333,1.2566666666666668,1013.3666666666667,1020.5666666666664,64.80833333333335,0.0,0.0
2019-12-02 07:00:00,2.838333333333332,0.0,284.8716666666666,1.5133333333333332,1014.0650000000003,1021.2649999999996,64.92833333333333,0.0,0.0
2019-12-02 08:00:00,2.533333333333333,0.0,289.87000000000006,1.5116666666666665,1014.7833333333333,1021.9833333333327,66.19333333333334,0.06916666666666668,19.933333333333334
2019-12-02 09:00:00,3.1,0.0,280.90833333333336,1.6033333333333333,1015.2083333333336,1022.4016666666668,64.025,0.5085,1985.0666666666666
2019-12-02 10:00:00,3.649999999999999,0.0,285.015,2.1333333333333333,1015.51,1022.6599999999997,58.18500000000001,0.9123333333333328,2219.100000000001
